"autoctr","Stockcode","C_Code","SpecCode","CountryRefNo","AlsoRef","Status","CurrentPresence","Freshwater","Brackish","Saltwater","Land","Comments","Abundance","RefAbundance","Importance","RefImportance","ExVesselPrice","Aquaculture","RefAquaculture","LiveExportOrg","LiveExport","RefLiveExport","Game","Bait","Regulations","RefRegulations","Threatened","CountrySubComp","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","country"
147535,19629,"704",24760,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
143601,19633,"704",24763,36625,NA,"native","present",0,1,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,2,2004-01-12,NA,NA,NA,"Viet Nam"
147566,19662,"704",24799,43281,NA,"native","present",1,0,0,0,"Known from the Mekong basin (Ref. 43281).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2002-10-10,NA,2002-10-10,NA,NA,NA,"Viet Nam"
147603,19679,"704",24817,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
147608,19680,"704",24818,44416,37037,"native","present",1,0,0,0,"Reported from Ngoi Tio, lao Cai anda Ta Chung Ha, Lao Cai (Ref. 44416). Also Ref. 4833, 37037.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1996-08-08,14,2003-04-13,NA,NA,NA,"Viet Nam"
147649,19698,"704",24842,12846,NA,"native","present",0,0,1,0,"Known from central and southern Vietnam (Ref. 12846).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
147904,19822,"704",25057,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
147924,19826,"704",25063,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846) and Spratly islands (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2006-11-21,1472,2007-08-10,NA,NA,NA,"Viet Nam"
197455,19827,"704",25064,125475,NA,"native","present",1,1,0,0,NA,NA,NA,NA,NA,NA,"never/rarely",NA,0,NA,NA,0,0,"no regulations",NA,0,0,14,2021-10-12,NA,2021-10-12,NA,NA,NA,"Viet Nam"
147940,19829,"704",25066,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625). Not in Ref. 43716.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,113,2003-11-14,NA,NA,NA,"Viet Nam"
148002,19846,"704",25082,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
127700,19855,"704",25093,44416,NA,"native","present",1,0,0,0,"Observed during a 1998 survey in Quang Ninh Province, northern Vietnam (Ref. 44416).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2003-10-27,14,2022-08-02,NA,NA,NA,"Viet Nam"
148041,19858,"704",25095,87929,NA,"native","present",1,0,0,0,"Reported from Song Hau Giang (a branch of the Mekong River also known as the Bassac River) (Ref. 87929).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2011-10-12,NA,2011-10-12,NA,NA,NA,"Viet Nam"
179454,19872,"704",25109,90102,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2291,2013-03-25,NA,2013-03-25,NA,NA,NA,"Viet Nam"
148269,19877,"704",25114,34009,7050,"native","present",1,0,0,0,"Also Ref. 7050.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1996-08-29,10,2001-09-18,10,2001-09-18,NA,"Viet Nam"
148281,19881,"704",25118,56945,NA,"native","present",1,0,0,0,"Known from the Mekong River (Ref. 56945).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2006-06-28,NA,2006-06-28,NA,NA,NA,"Viet Nam"
148299,19883,"704",25120,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-17,NA,2007-08-17,NA,NA,NA,"Viet Nam"
200598,19884,"704",25121,129446,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,"never/rarely",NA,0,NA,NA,0,0,"no regulations",NA,0,0,14,2023-11-13,NA,2023-11-13,NA,NA,NA,"Viet Nam"
148335,19890,"704",25127,75632,NA,"questionable","possible",0,0,1,0,"Outside distributional range.  Reported from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,14,2008-07-30,NA,NA,NA,"Viet Nam"
148381,19913,"704",25157,12693,NA,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-10-09,NA,2001-08-12,10,2001-08-12,NA,"Viet Nam"
148410,19920,"704",25167,36625,87929,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625); reported from Song Hau Giang (a branch of the Mekong River also known as the Bassac River) (Ref. 87929).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,14,2011-10-12,NA,NA,NA,"Viet Nam"
148416,19922,"704",25169,13214,36654,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-07-12,393,2000-11-29,NA,NA,NA,"Viet Nam"
148422,19924,"704",25171,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
148428,19925,"704",25172,43281,NA,"native","present",1,0,0,0,"Occurs in the Mekong basin (Ref. 43281).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2003-03-02,NA,2003-03-02,NA,NA,NA,"Viet Nam"
148450,19934,"704",25182,4833,NA,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1996-09-20,NA,1996-09-20,NA,NA,NA,"Viet Nam"
148472,19946,"704",25195,7424,36625,"native","present",1,0,0,0,"Known from the Mekong basin (Ref. 7424). Also Ref. 27732, 36625, 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-06-25,113,2003-03-05,10,2001-06-12,NA,"Viet Nam"
148509,19968,"704",25227,12693,4833,"native","present",0,1,0,0,"KAlso Ref. 4833.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1996-09-11,10,2004-08-10,NA,NA,NA,"Viet Nam"
148576,19992,"704",25076,43281,NA,"native","present",1,0,0,0,"Known from the Mekong basin (Ref. 43281).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2002-10-12,NA,2002-10-12,NA,NA,NA,"Viet Nam"
148624,20011,"704",22692,26580,NA,"native","present",1,0,0,0,"Occurs in Annam basin (Ref. 26580). Known from the upper Ea Krong No drainage, upper Mekong basin in montane evergreen forest in Bidoup-Núi Bà National Park, Lâm Ð?ng Province (Ref. 104965).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,309,2002-04-11,14,2021-01-19,NA,NA,NA,"Viet Nam"
148685,20035,"704",25292,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
184286,20098,"704",25447,95675,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 95675).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2014-05-30,NA,2014-05-30,NA,NA,NA,"Viet Nam"
148892,20104,"704",25452,113727,NA,"questionable","possible",0,0,1,0,"Reported from a photograph taken from the area (Ref. 83982); outside confirmed distributional range (Ref. 113727).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2010-04-20,14,2017-07-19,NA,NA,NA,"Viet Nam"
148901,20105,"704",25460,44416,NA,"native","present",0,1,0,0,"Found in northern Vietnam (Ref. 44416).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2003-10-27,NA,2003-10-27,NA,NA,NA,"Viet Nam"
148914,20107,"704",25462,126577,NA,"misidentification","absent",0,0,1,0,"Outside distributional range, referring to another <i>Eviota</i> species (see Ref. 126577).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,14,2024-01-22,NA,NA,NA,"Viet Nam"
148992,20128,"704",25509,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
149135,20202,"704",25599,44416,NA,"native","present",1,0,0,0,"Known from northern Vietnam (Ref. 44416). Present in Da River (Ref. 90167, 89724).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2003-10-07,2,2012-06-04,NA,NA,NA,"Viet Nam"
149182,20220,"704",25622,9911,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,1996-11-28,113,2006-11-21,NA,NA,NA,"Viet Nam"
149317,20267,"704",25690,127963,NA,"questionable","possible",0,0,1,0,"Reported from An Thoi (Ref. 58534). Needs further confirmation.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-19,14,2025-04-22,14,2025-04-22,NA,"Viet Nam"
148081,20280,"704",25706,58534,NA,"native","present",0,0,1,0,"Known from Cu Lao Cham, Nha Trang and Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-10,14,2012-02-24,NA,NA,NA,"Viet Nam"
149511,20347,"704",25798,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
149524,20348,"704",25799,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-04,NA,2007-09-04,NA,NA,NA,"Viet Nam"
149563,20361,"704",25831,58534,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-17,NA,2007-08-17,NA,NA,NA,"Viet Nam"
149597,20372,"704",25845,57714,NA,"native","present",0,0,1,0,"Also Ref. 86966, 90102.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2006-12-08,2291,2017-08-30,14,2017-08-30,NA,"Viet Nam"
149780,20485,"704",25974,55784,30915,"native","present",0,0,1,0,"Reported from Khanh Hoa, Minh Hai, Kien Giang, Ha Tien, Vinh Binh (Ref. 30915), Hon Ong and Phu Quoc Island, on soft bottom areas with silt, sand and seagrass (Ref. 129070). Also Ref. 52031, 53181, 115213.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1999-09-10,2237,2023-08-23,14,2023-02-15,NA,"Viet Nam"
148137,20560,"704",26201,9706,NA,"native","present",0,0,1,0,"Known from Central Vietnam (Ref. 9706).  Collected in 2003 from Nha Trang Bay, south of the Noc Island (South Vietnam, Khanh Hoa Province) at 23 m depth (Ref. 57783).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-08,14,2007-01-19,NA,NA,NA,"Viet Nam"
150488,20877,"704",26711,43281,NA,"native","present",1,0,0,0,"Occurs in the Mekong basin (Ref. 43281).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2002-10-08,NA,2002-10-08,NA,NA,NA,"Viet Nam"
150542,20903,"704",26739,43281,NA,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2003-03-02,NA,2003-03-02,NA,NA,NA,"Viet Nam"
178110,20925,"704",26760,89724,NA,"native","present",1,0,0,0,"Present in Da River (Ref. 90167, 89724).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,2012-06-06,NA,2012-06-06,NA,NA,NA,"Viet Nam"
150655,20963,"704",26798,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
150705,20986,"704",26824,12693,26580,"native","present",1,0,0,0,"Occurs in Annam (Ref. 26580).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1997-04-30,309,2002-04-16,NA,NA,NA,"Viet Nam"
150719,20990,"704",26827,12693,87929,"native","present",0,1,1,0,"Collected from the South China Sea, Mekong River plume (Ref. 87929).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-04-30,14,2011-10-13,NA,NA,NA,"Viet Nam"
150728,20993,"704",26830,27732,43281,"native","present",1,0,0,0,"Occurs in the Mekong basin. Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1999-01-17,10,2002-10-05,10,2001-08-09,NA,"Viet Nam"
150731,20994,"704",26831,37838,12041,"native","present",1,0,0,0,"Found in Annam (Ref. 37838). Collected in the catchment  of the River Huong (Perfume River, Thua Thien Hue Prov.), the River  Thu Bon (Quang Nam Da Nang Prov.), the Rivers Trac Khu and Ve (Quang Ngai Prov.) and An Lao (Binh Dinh Prov.) and some streams along the coast of Central Vietnam (Ref. 40433). Also Ref. 12041, 12693, 38650, 26580.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1997-04-30,309,2002-04-17,10,2001-06-13,NA,"Viet Nam"
150739,20997,"704",26834,27732,43281,"native","present",1,0,0,0,"Occurs in the Mekong basin. Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1999-01-18,10,2002-10-05,10,2001-07-21,NA,"Viet Nam"
150743,20998,"704",26838,27732,39226,"native","present",1,0,0,0,"Occurs in the Mekong basin (Ref. 27732).   Also found in Annam (Ref. 26580).  Also Ref. 12693, 39226.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1997-04-30,1034,2004-09-28,10,2001-07-21,NA,"Viet Nam"
150774,21015,"704",26854,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,NA,2000-11-23,NA,NA,NA,"Viet Nam"
150778,21017,"704",26856,27732,36654,"native","present",1,0,0,0,"Known from the Mekong basin. Also Ref. 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-29,10,2001-08-09,10,2001-08-09,NA,"Viet Nam"
178075,21027,"704",26867,89722,NA,"native","present",1,0,0,0,"Present in Dakrong River (Ref. 89722).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,2012-05-31,NA,2012-05-31,NA,NA,NA,"Viet Nam"
150819,21034,"704",26874,12693,87929,"native","present",1,1,0,0,"Known from estuarine zone of the Mekong, including the high estuarine tidal zone considerably upstream from the coastal province of Bac Lieu (Ref. 12693).  Also reported from Song Hau Giang (a branch of the Mekong River also known as the Bassac River) (Ref. 87929).  In range 12041.",NA,NA,"commercial",12693,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-05-02,14,2011-10-12,10,2001-08-14,NA,"Viet Nam"
150822,21037,"704",26878,40772,33690,"native","present",1,0,0,0,"Known from a small coastal stream at Thua Luu about 55 km south of Hue and from all rivers which drains to the Vietnamese coast and enters the sea between 14°30' and 18°00 N (Ref. 40772). Found in the coastal streams of Annam (Ref. 12041). Also Ref. 33690, 26580.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-05-02,10,2003-08-06,10,2003-08-06,NA,"Viet Nam"
150835,21044,"704",26890,40772,12041,"native","present",1,0,0,0,"Found in high altitudes in Rivers Ko and Tan near Nha Trang, Annam.  This has not been rediscovered since the collection of the types in 1936 ( Ref. 40772); even with extensive surveys done in 2000 and 2002 in the river, it was still not collected that the known populations are considered to be possibly extinct.  Assessed as Critically Endangered in August 11, 2010, with 0-49 mature individuals, with extent of occurrence at 100-120 km², and an ongoing decline in quality of habitat. Further survey is needed within the type locality and possible range to confirm the continued presence and should be reassessed if further populations are found (Ref. 117882). .Also Ref. 12041, 26580, 39226.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-05-05,14,2018-05-03,10,2001-09-13,NA,"Viet Nam"
150848,21050,"704",26899,40772,12041,"native","present",1,0,0,0,"Found in a small stream flowing directly to the coast, 30 km south of the type locality (Thua Luu, 50 km SE of Hue, Annam) of <i>Schistura pellegrini</i> but isolated by high mountains (Ref. 40772).   Also Ref. 12041, 12693, 26580, 39226.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-05-05,10,2007-12-30,NA,NA,NA,"Viet Nam"
150859,21056,"704",26915,43281,NA,"native","present",1,0,0,0,"Present in Dakrong River (Ref. 89722).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2002-10-04,2,2012-05-28,NA,NA,NA,"Viet Nam"
150861,21057,"704",26916,12041,26580,"native","present",1,0,0,0,"Known from the coastal streams of Annam. Also Ref. 26580.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-05-06,309,2002-04-11,NA,NA,NA,"Viet Nam"
150905,21095,"704",26973,38441,NA,"native","present",1,0,0,0,"Occurs in Phung Ding Province.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2001-06-18,NA,2001-06-18,NA,NA,NA,"Viet Nam"
150919,21102,"704",26981,12041,37037,"native","present",1,0,0,0,"Found in coastal streams of Annam. Also Ref. 37037.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-05-21,675,2001-02-20,NA,NA,NA,"Viet Nam"
151010,21143,"704",27025,37770,33021,"native","present",1,0,0,0,"Occurs in the Mekong delta. From the Mekong delta, when the water levels rise this species moves up into canals and then onto flooded areas. When the water recedes, it returns through canals to the mainstream (Ref. 37770). Known from the Mekong river in Cochinchine (Ref. 33021).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-10-11,10,2001-08-17,10,2001-08-17,NA,"Viet Nam"
151032,21151,"704",27034,27732,43281,"native","present",1,0,0,0,"Occurs in the Mekong basin. Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1998-12-05,10,2002-10-14,10,2001-05-31,NA,"Viet Nam"
151046,21153,"704",27038,9706,NA,"native","present",0,0,1,0,"Known from the central Vietnam (Ref. 9706). A record of a young specimen from Ho Chi Minh City, southern Vietnam (27.8 cm TL) was reported as the first record from Vietnam, accompanied by a detailed morphological description (Ref. 133101).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2006-11-17,14,2025-03-26,NA,NA,NA,"Viet Nam"
151060,21157,"704",27042,36654,NA,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-28,NA,2000-11-28,NA,NA,NA,"Viet Nam"
178095,21160,"704",27046,89724,NA,"native","present",1,0,0,0,"Present in Da River (Ref. 90167, 89724).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,2012-06-04,NA,2012-06-04,NA,NA,NA,"Viet Nam"
151099,21170,"704",27062,36625,36654,"native","present",1,0,0,0,"Also Ref. 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,10,2001-07-20,NA,NA,NA,"Viet Nam"
151103,21175,"704",27063,36625,43281,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625). Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,10,2002-09-20,10,2002-09-20,NA,"Viet Nam"
151108,21176,"704",27064,36625,43281,"native","present",1,0,0,0,"Occurs in the Mekong basin (Ref. 43281).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,10,2002-09-27,10,2002-09-27,NA,"Viet Nam"
151117,21181,"704",27073,36654,NA,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-28,NA,2000-11-28,NA,NA,NA,"Viet Nam"
151128,21187,"704",27079,27732,NA,"native","present",1,0,0,0,"Occurs in the Mekong basin.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1999-01-17,NA,2001-08-07,10,2001-08-07,NA,"Viet Nam"
151136,21190,"704",27082,31464,87929,"native","present",1,0,0,0,"Known from the Mekong River (Ref. 31464); reported from Song Hau Giang (a branch of the Mekong River also known as the Bassac River) (Ref. 87929).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2001-07-30,14,2011-10-12,10,2001-08-07,NA,"Viet Nam"
151149,21196,"704",27088,129315,NA,"misidentification","absent",0,0,1,0,"Outside distributional range and probably referring to another species (see Ref. 129315). Reported  from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-06,14,2023-10-03,14,2023-10-03,NA,"Viet Nam"
151153,21197,"704",27101,36625,43281,"native","present",1,0,0,0,"Known from the Mekong River. Also Ref. 36654, 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,309,2004-03-11,10,2002-09-09,NA,"Viet Nam"
151180,21207,"704",27115,43281,36654,"native","present",1,0,0,0,"Occurs in the Mekong basin.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-28,10,2002-10-04,10,2002-10-04,NA,"Viet Nam"
151202,21214,"704",27121,36625,NA,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,393,2000-11-23,NA,NA,NA,"Viet Nam"
151207,21215,"704",27122,36949,26580,"native","present",1,0,0,0,"Known from Annam (Ref. 26580).  Museum: 30 km west of Hue, creek Mau, Huong basin, CMK 16016 (Ref. 36949). Also Ref. 12693, 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-06-14,1034,2004-09-27,NA,NA,NA,"Viet Nam"
151210,21216,"704",27123,35912,12693,"native","present",1,0,0,0,"Found in the Mekong basin (Ref. 12693). Known from Sai Gon River basin, a large mountain stream tributary of Da Dung and Song Dong Nai south of Ban Ma Thout at Cau Daktik. Type locality: Kontum Lake near Pleiku, central Viet Nam.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-06-14,10,2001-08-08,20,2001-06-08,NA,"Viet Nam"
151220,21219,"704",27127,27732,36654,"native","present",1,0,0,0,"Occurs in the Mekong basin. Also Ref. 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1998-12-03,10,2001-08-08,10,2001-08-08,NA,"Viet Nam"
151226,21221,"704",27129,27732,36625,"native","present",1,0,0,0,"Occurs in the Mekong basin. Also Ref. 36625, 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,3,1999-01-16,10,2002-09-23,10,2001-05-30,NA,"Viet Nam"
151232,21222,"704",27130,36625,43281,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625). Also Ref. 36654. 37831, 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,10,2002-09-23,10,2002-09-23,NA,"Viet Nam"
151248,21233,"704",27148,36625,43281,"native","present",1,1,0,0,"Known from the Mekong River (Ref. 12693, 43281). Also Ref. 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-06-21,10,2002-09-09,10,2001-08-08,NA,"Viet Nam"
151252,21234,"704",27149,36625,33488,"native","present",1,0,0,0,"Known from the Mekong basin (Ref. 33488). Undertakes dowstream migration in the Mekong Delta, consisting mainly juveniles of sizes between 2 and 20 cm, with the smallest fish mainly in June-July while sizes from 10-20 cm in September to November (Ref.  37770). Also Ref. 27732.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-06-21,309,2004-03-11,10,2001-05-30,NA,"Viet Nam"
151255,21237,"704",27152,123185,NA,"questionable","possible",1,0,0,0,"Outside distributional range (Ref. 123185). Reported in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-23,14,2020-11-04,10,2001-05-23,NA,"Viet Nam"
148170,21244,"704",27159,36654,NA,"native","present",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2000-11-28,NA,2000-11-28,NA,NA,NA,"Viet Nam"
148172,21245,"704",27160,12693,12041,"native","present",1,0,0,0,"Known from Kontum Lake in the central highlands of Viet Nam.  Also found in Annam (Ref. 26580).  Also Ref. 12041.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1997-06-22,1034,2004-09-27,10,2001-08-08,NA,"Viet Nam"
