"autoctr","Stockcode","C_Code","SpecCode","CountryRefNo","AlsoRef","Status","CurrentPresence","Freshwater","Brackish","Saltwater","Land","Comments","Abundance","RefAbundance","Importance","RefImportance","ExVesselPrice","Aquaculture","RefAquaculture","LiveExportOrg","LiveExport","RefLiveExport","Game","Bait","Regulations","RefRegulations","Threatened","CountrySubComp","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS","country"
445,1,"704",2,1739,NA,"introduced","present",1,1,0,0,"Present in Da River (Ref. 90167, 89724).",NA,NA,"commercial",10974,NA,"commercial",10974,0,NA,NA,0,0,NA,NA,0,0,19,1992-08-27,2,2012-06-04,97,1996-03-05,NA,"Viet Nam"
60,3,"704",3,1739,NA,"introduced","present",1,1,0,0,"Present in Da River (Ref. 90167, 89724). Also Ref. 3.",NA,NA," ",NA,NA,NA,NA,0," ",NA,0,0,NA,NA,0,0,19,1992-08-27,2,2012-06-04,NA,NA,NA,"Viet Nam"
568,9,"704",7,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).  Also Ref. 3282.","scarce (very unlikely)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1992-04-28,1472,2006-11-15,NA,NA,NA,"Viet Nam"
634,15,"704",9,46893,NA,"native","present",0,0,1,0,"Also Ref. 9770.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1995-09-23,393,2003-07-03,NA,NA,NA,"Viet Nam"
144,16,"704",10,12846,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 3287.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,1472,2007-08-09,NA,NA,NA,"Viet Nam"
2561,87,"704",77,46893,NA,"native","present",0,0,1,0,"Also Ref. 43.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
3267,104,"704",89,46893,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-03,NA,2003-07-03,NA,NA,NA,"Viet Nam"
4149,120,"704",106,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-05,NA,2007-09-05,NA,NA,NA,"Viet Nam"
2656,88,"704",79,44416,1739,"introduced","present",1,0,0,0,"Known from northern Vietnam (Ref. 44416). Present in Da River (Ref. 90167, 89724). Also Ref. 1739.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,1992-08-31,2,2012-06-04,10,2003-09-26,NA,"Viet Nam"
2736,95,"704",80,9706,12693,"native","present",1,1,1,0,"Occurs in the Mekong River, mostly in the delta (Ref. 12693).  Found in Central Vietnam (Phuyen, Khanhhoa).  Common at Khanhhoa, Phuyen. But seldom abundant (Ref. 9706).  Also Ref. 2682.","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1472,2006-11-09,10,2001-07-18,NA,"Viet Nam"
2806,96,"704",81,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).  Also Ref. 55.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
2840,97,"704",82,44416,13686,"introduced","present",1,0,0,0,"Present in Da River (Ref. 90167, 89724). Also Ref. 13686.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,97,1998-01-20,97,2014-11-18,10,2003-10-01,NA,"Viet Nam"
2889,98,"704",83,55,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
2968,99,"704",84,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846) and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1993-12-20,1472,2007-08-10,NA,NA,NA,"Viet Nam"
3091,102,"704",87,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2006-11-15,NA,NA,NA,"Viet Nam"
3584,107,"704",93,46893,NA,"native","present",0,1,1,0,"Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
3737,108,"704",94,46893,NA,"native","present",0,0,1,0,"Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
3817,110,"704",96,46893,NA,"native","present",0,0,1,0,"Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
4299,121,"704",107,46893,NA,"native","present",0,0,1,0,"Also Ref. 168, 2682.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
4374,123,"704",109,46893,NA,"native","present",0,1,1,0,"Also Ref. 168.",NA,NA,NA,NA,2454.0215,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
4441,125,"704",111,46893,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-09-05,NA,NA,NA,"Viet Nam"
4496,128,"704",114,46893,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-03,NA,2003-07-03,NA,NA,NA,"Viet Nam"
4595,130,"704",116,58534,NA,"native","present",0,0,1,0,"Known from Nha Trang (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-09-05,NA,2007-09-05,NA,NA,NA,"Viet Nam"
4852,135,"704",121,46893,NA,"native","present",0,0,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 168, 2682.",NA,NA,NA,NA,2454.0215,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-09-05,NA,NA,NA,"Viet Nam"
4897,137,"704",123,46893,NA,"native","present",0,1,1,0,"Known from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-09-05,NA,NA,NA,"Viet Nam"
4915,138,"704",124,168,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
4955,141,"704",127,12846,NA,"questionable","possible",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).  Outside distributional range, occurrence needs verification.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
5074,151,"704",137,168,36625,"native","present",1,1,1,0,"Found in Mekong delta (Ref. 36625). Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,10,2002-10-12,113,1995-08-11,NA,"Viet Nam"
3344,160,"704",146,46893,NA,"native","present",0,0,1,0,"Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
6371,186,"704",172,12846,55,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Nha Trang and Spratly islands (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
6958,208,"704",194,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).  Also Ref. 55.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
5307,156,"704",142,168,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
5472,157,"704",143,46893,NA,"native","present",0,0,1,0,"Also Ref. 168.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,18,1994-03-03,393,2003-07-03,NA,NA,NA,"Viet Nam"
5707,162,"704",148,46893,NA,"native","present",0,0,1,0,"Also Ref. 168.",NA,NA,NA,NA,2454.0215,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
5727,164,"704",150,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,113,2006-11-21,NA,2006-11-29,NA,NA,NA,"Viet Nam"
5980,170,"704",156,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Nha Trang, Cu Lao Cau, Con Dao, An Thoi and Spratly islands (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,23,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
6013,171,"704",157,12846,55,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846) and Cu Lao Cham (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
6076,173,"704",159,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba, Hon Me and Con Dao (Ref. 58534).  Also Ref. 55, 46893.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
6103,174,"704",160,106991,NA,"misidentification","absent",0,0,1,0,"Most probably referring to <i>Lutjanus xanthopinnis</i> (In range Ref. 106991).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,14,2022-07-21,NA,NA,NA,"Viet Nam"
6182,176,"704",162,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,23,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
6252,180,"704",166,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Quang Ninh-Cat Ba, Nha Trang, Cu Lao Cau and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
6428,187,"704",173,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from the Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,2,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
6483,189,"704",175,9706,NA,"questionable","possible",0,0,1,0,"Known from the Gulf of Tonkin and southern Vietnam (Ref. 9706); also from Quang Ninh-Cat Ba (Ref. 58534).  Outside distributional range, occurrence needs verification.","occasional (usually not seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-10,1472,2007-08-07,NA,NA,NA,"Viet Nam"
5805,190,"704",176,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba, Con Co, Cu Lao Cham and Cu Lao Cau (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,2,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
5838,191,"704",177,46893,NA,"questionable","possible",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-02,NA,2003-07-02,NA,NA,NA,"Viet Nam"
6525,192,"704",178,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, Gulf of Thailand and central Vietnam (Ref. 12846); also from An Thoi (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,23,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
6665,198,"704",184,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba, Hon Me, Con Dao, An Thoi and Spratly islands (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,23,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
6728,200,"704",186,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2007-08-10,NA,2007-08-10,NA,NA,NA,"Viet Nam"
6779,201,"704",187,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Cu Lao Cham, Nha Trang and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
8212,239,"704",225,87929,NA,"native","present",0,0,1,0,"Reported from Kien Giang, Ha Tien market (Ref. 87929). Also Ref. 75992.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2011-10-12,2291,2014-02-19,NA,NA,NA,"Viet Nam"
7003,210,"704",196,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-10-19,1472,2006-11-15,NA,NA,NA,"Viet Nam"
7081,213,"704",199,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).  Also Ref. 55.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
7122,214,"704",200,58534,NA,"native","present",0,0,1,0,"Known from the Spratly islands (Ref. 58534).  Also Ref. 55.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
5866,215,"704",201,46893,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846) and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
190670,222,"704",208,114027,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2017-01-24,NA,2017-01-24,NA,NA,NA,"Viet Nam"
7564,223,"704",209,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
7602,224,"704",210,46893,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-02,1472,2006-11-15,NA,NA,NA,"Viet Nam"
7730,228,"704",214,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Nha Trang, Cu Lao Cau and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-11-10,1472,2007-08-10,NA,NA,NA,"Viet Nam"
7752,229,"704",215,58534,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Con Dao and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
7904,231,"704",217,46893,NA,"native","present",0,0,1,0,"Also Ref. 43.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
7968,232,"704",218,46893,NA,"native","present",0,0,1,0,"Also Ref. 43.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,393,2003-07-03,NA,NA,NA,"Viet Nam"
8184,237,"704",223,43,NA,"native","present",0,0,1,0,NA,NA,NA,NA,NA,2454.0215,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,NA,1994-12-23,NA,NA,NA,"Viet Nam"
8333,240,"704",226,46893,NA,"native","present",0,0,1,0,"Also Ref. 43.",NA,NA,NA,NA,2454.0215,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1990-11-10,393,2003-07-03,NA,NA,NA,"Viet Nam"
8404,241,"704",227,2682,46452,"native","present",1,1,1,0,"Known from southern Vietnam (Ref. 9706).  Status of threat: Rare (Ref. 46452).","occasional (usually not seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,22,1992-07-16,1472,2006-11-29,10,2001-07-02,NA,"Viet Nam"
7348,242,"704",228,2682,46452,"native","present",0,1,1,0,"Known from the Gulf of Tonkin (Ref. 9706). 

Status of threat: Rare (Ref. 46452).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,22,1992-07-16,1472,2006-11-09,NA,NA,NA,"Viet Nam"
9013,265,"704",251,41299,NA,"native","present",1,1,0,0,"Known from northern Vietnam (Ref. 41299).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,2002-09-25,NA,2002-09-25,NA,NA,NA,"Viet Nam"
9119,271,"704",257,9706,NA,"native","present",0,0,1,0,"Known from Central Vietnam (Ref. 9706).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1995-11-07,1472,2006-11-09,NA,NA,NA,"Viet Nam"
9196,274,"704",260,2682,NA,"native","present",0,1,1,0,"Known from the Gulf of Tonkin and southern Vietnam (Ref. 9706).","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1472,2006-11-29,NA,NA,NA,"Viet Nam"
9247,275,"704",261,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846), Quang Ninh-Cat Ba, Nha Trang, Cu Lao Cau, Con Dao and Spratly islands (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
9319,276,"704",262,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba and Spratly islands (Ref. 58534).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,23,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
9388,278,"704",264,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).  Also Ref. 55.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,2,1990-10-19,393,2007-12-31,NA,NA,NA,"Viet Nam"
9452,279,"704",265,12846,NA,"native","present",0,0,1,0,"Known from central Vietnam (Ref. 12846), Cu Lao Cau and Spratly islands (Ref. 58534).  Also Ref. 55.","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1990-10-19,1472,2007-08-10,NA,NA,NA,"Viet Nam"
9819,285,"704",271,44416,43281,"introduced","present",1,0,0,0,"Known from northern Vietnam, but status needs critical reevaluation (Ref. 44416). Present in Dakrong River (Ref. 89722) and Da River (Ref. 90167, 89724).  Also Ref. 1739, 43281, 84795.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,19,1992-08-27,10,2013-09-05,10,2002-10-16,NA,"Viet Nam"
9949,288,"704",274,120939,NA,"native","present",1,0,0,0,"Known from Hanoi (Ref. 120939). Reported in fisheries literature and reports, but its unclear whether this species really occurs or is cultivated in Vietnam (Ref. 44416). Since this is known from Pearl River basin in China, its presence (naturally, not cultivated stocks) might be expected in that basin in Vietnam (Ref. 44416).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,19,1992-08-27,10,2019-09-13,10,2003-10-01,NA,"Viet Nam"
10018,289,"704",275,44416,1739,"introduced","present",1,0,0,0,"Has established in aquaculture through assisted/artificial reproduction. Has not established in the wild (Ref. 1739).  Recently, FAO reports that a natural population of bighead carp has been recorded from the Red River (Ref. 120904).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1,1991-10-21,10,2019-09-29,NA,NA,NA,"Viet Nam"
10040,291,"704",277,36625,27732,"native","present",1,1,0,0,"Occurs in the Mekong basin (Ref. 27732).   Found in the Mekong delta (Ref. 36625).  Known from Annam (Ref. 26580).  Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,2,1992-02-05,10,2010-08-06,10,2001-05-30,NA,"Viet Nam"
10066,296,"704",282,44416,NA,"native","present",1,0,0,0,"Known from northern Vietnam (Ref. 44416).",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2003-10-03,NA,2003-10-03,NA,NA,NA,"Viet Nam"
10108,300,"704",286,36625,1739,"native","present",1,0,0,0,"Found in Mekong delta (Ref. 36625). Also Ref. 1739.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,18,1994-04-06,10,2004-08-10,NA,NA,NA,"Viet Nam"
10193,306,"704",292,36625,2682,"introduced","present",1,0,0,0,"Found in Mekong delta (Ref. 36625).",NA,NA,NA,NA,NA,"commercial",NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,10,2001-08-10,NA,NA,NA,"Viet Nam"
10202,307,"704",293,44416,NA,"native","present",1,0,0,0,"Reported from Ky Cung, Lang Son and Vu Quang in northern Vietnam (Ref. 44416). Present in Da River (Ref. 90167, 89724). Also Ref. 43281.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,10,2002-10-10,2,2012-06-04,NA,NA,NA,"Viet Nam"
10214,309,"704",295,44416,9706,"native","present",1,1,1,0,"Found in central Vietnam (Ref. 9706) and northern Viet Nam (Ref. 44416). Also Ref. 2682.

Status of threat: Endangered (Ref. 46452).","scarce (very unlikely)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,0,22,1992-07-16,1472,2006-11-09,10,2003-09-19,NA,"Viet Nam"
10279,312,"704",298,2682,NA,"native","present",1,1,1,0,"Known from the Gulf of Tonkin, Central and Southern Vietnam (Ref. 9706); also from Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",9706,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1472,2007-08-07,NA,NA,NA,"Viet Nam"
10697,354,"704",340,127963,NA,"misidentification","absent",0,1,1,0,"Outside distributional range (Motomura, 2022 in Ref. 127963); accounts most probably referring to <i>Eleutheronema rhadinum</i> in Ref. 9706, 46893, 58534, 36625.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-02-09,14,2023-07-24,14,2023-07-24,NA,"Viet Nam"
10757,357,"704",343,44416,27732,"native","present",1,0,0,0,"Known from northern Vietnam (Ref. 44416). Also found in the Mekong basin (Ref. 36625). Also Ref. 27732.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,21,1992-06-24,10,2003-10-27,10,2001-08-13,NA,"Viet Nam"
10768,358,"704",344,27732,36625,"native","present",1,0,0,0,"Occurs in the Mekong basin (Ref. 27732). Also Ref. 4835, 36625, 36654.",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,18,1992-10-29,309,2003-04-03,10,2001-08-13,NA,"Viet Nam"
10839,360,"704",346,2682,36625,"native","present",1,1,1,0,"Found in Mekong delta (Ref. 36625), Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 46893.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,"live food",34166,0,0,NA,NA,0,0,22,1992-07-16,393,2007-12-21,NA,NA,NA,"Viet Nam"
11005,370,"704",356,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin, central and southern Vietnam (Ref. 12846); also from the Spratly islands (Ref. 58534).  Also Ref. 3414.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,14,1992-06-03,1472,2007-08-09,NA,NA,NA,"Viet Nam"
11020,371,"704",357,12846,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin (Ref. 12846).","occasional (usually not seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,1472,2006-11-16,NA,2006-11-16,NA,NA,NA,"Viet Nam"
11154,377,"704",363,46893,NA,"native","present",0,0,1,0,"Known from central and southern Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).  Also Ref. 2682.","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,22,1992-07-16,1472,2007-08-09,NA,NA,NA,"Viet Nam"
11228,380,"704",366,46893,NA,"native","present",0,0,1,0,"Known from the Gulf of Tonkin and central Vietnam (Ref. 12846); also from Quang Ninh-Cat Ba (Ref. 58534).","common (usually seen)",12846,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,393,2003-07-02,1472,2007-08-09,NA,NA,NA,"Viet Nam"
